index,lyrics_features,moods
18315,right ringer run eye cut right half member mend given hope scheme mind new intent leav broke flat beg ve mind come head reli point wrong direct lead earli declin t longer ll tell right hate s rise just t deal anymor waver t fit anymor lie eye brand new pictur reach impuls buy ve mind come head reli oh yeah s loser oh yeah did wrong ahead crave ahead yearn ve mind come head reli reli reli reli,aggressive
18317,stand accuraci s demis reach new world wasteland popul convert thousand thousand like scaveng wast like vultur sick zombi outnumb live outnumb outnumb post shelter hope outliv undead build wall maintain protect ambit beat odd post shelter hope outliv undead build wall maintain protect ambit beat odd sea stink rot place live human longer hunter money world won t satisfi enemi hunt hunt hunt hunt stand accuraci s demis reach new world wasteland mankind lose faction retreat etern hopeless post shelter hope outliv undead build wall maintain protect ambit beat odd post shelter hope outliv undead build wall maintain protect ambit beat odd outnumb,aggressive
18319,don t know ve told street pave gold t know just read health wealth need bird squirrel bee tree thing ride breez money make world round drag burn caveman timebomb s got gameplan anthem burn higher make music like choir,aggressive
18336,don t care rock n roll don t care beat soul hope chanc taught begin understand hope chanc s alright don t care have ball don t care hope chanc taught begin understand hope chanc s alright cos babi don t care babi don t care matter say matter s cos dont care,aggressive
18351,nilsson poli high poli technic poli technic high poli high poli technic high valley low valley low valley low valley low valley low valley high game game technic game call technic game valley high valley high valley high poli low whistl blow whistl blow second half second half poli come hold line hold line hold line far go slow poli come run time number dress blue make run ball hurri poli pass valley rain start fall make fool end technic tie,happy
18352,s happi s got skin s happi just let ask let place share skin say come insid s happi s got skin s sweet let s sin s time skin wear s work skin deep insid deep insid break wonder money cover stay outsid let cover t outsid t outsid s cover,aggressive
18354,sad fuckin song ll lucki don t bust cri doe feel night light curl iron lit sweat s day novemb floor litter woodchip appl core hull hole husk acorn chatter sound squirrel real squirrel thousand isn t kind metaphor goddamn real david woodhhead,aggressive
18365,final reason live word head final eas m light fill head final reason live knew way begin wait wish day come ve known follow mind day far final reason live knew way begin face world better place leav world world final feel s real feel time just turn wheel way love reveal final reason live knew way begin face world better place leav world world,happy
18377,farol lucero girando entr la noch la brisa es derroch sone cumbiambero locura color las call curramba tambor parranda ahí vien la guacherna ahí vien la guacherna tremenda p gozar ahí vien la guacherna envuelv en su compá las reina los barrio la reina del carnav comparsa y mochila y abarca tres punt ás pa barranquilla voy la guacheerrrrna jú la guacherna la guacherna la guacherna en carnav la guacherna la guacherna la guacherna en carnav la guacherna la guacherna la guacherna en carnav que se alborot la gent que los quiero ver bailar que busquen aguardient que yo voy parrandear la guacherna la guacherna la guacherna en carnav la guacherna la guacherna la guacherna en carnav yo quiero estar en barranquilla mis amigo visitar saludar esther forero la reina est cantar la guacherna la guacherna la guacherna en carnav la guacherna la guacherna la guacherna en carnav eeeee ay la guacherna ay la guacherna si si quier saber lo que es guacherna son parranda e carnav la guacherna la guacherna la guacherna en carnav uuu la guacherna la guacherna la guacherna en carnav y tiro por aquí y tiro por allá ay la guacherna la guacherna señor pero que la guacherna la guacherna la guacherna en carnav la guacherna la guacherna la guacherna en carnav la guacherna la guacherna la guacherna en carnav los congo los monito la danza del torito pollera y papallera hacen recordar la guacherna la guacherna la guacherna en carnav la guacherna la guacherna la guacherna en carnav oooohh tambor y guacherna tanta cosa querida tanta cosa ya ida del viejo carnav la guacherna la guacherna la guacherna en carnav la guacherna la guacherna la guacherna en carnav mmmhhh acuerdo mi abuelo y su forma bailar los salon burrero palacio popular la guacherna la guacherna la guacherna en carnav la guacherna la guacherna la guacherna en carnav y nos vamo pa la guacherna esther forero barranquilla colombia,happy
18379,dont know ya come dont know want everybodi say use oh did oh did make im whos suffer yeah think bet die countri sit bleed oh fell hate,aggressive
18385,sampl suppos god want heal cancer christian command acohol good vision crutch partak dust ground know frighten church nake fowl air cours peopl said drunk friend prayer like stee moanin ludlow rap tee mad man send just harr harr send tell dess hog leg hog forc fed mayb stand upstair shes mayb choic spin nice like compass point north,aggressive
18398,oh babi tonight pretend penni silver dollar music won t end yeah love deeper pocket ll spend ll burn like rocket yeah sold record m debt grand yeah play spent cab m start wish d finish legal vocat life dull vacat want know bar close want know bar close ve got money burn m go burn ve got band aw like aw lot say just friend love pure platon m hope ll forget round gin tonic love m love yeah love m love silver dollar pretti worthless yeah silver dollar pretti worthless yeah silver dollar pretti worthless,happy
18400,man dress black pass don t look line walk straight ahead fals dead cos s underground undercov agent cid cid cid got load 44 walk armouri store tip hear say don t trip soho way better line make fals do time cos s underground undercov agent cid cid cid got load 44 walk armouri store watch tip hear say don t trip soho way better line make fals do time cos s underground undercov agent cid cid cid got load 44 walk armouri store,aggressive
18404,pull weight shoulder find strength lost power turn wheel pant new air accept deal stay strong slave slave grind push forward inch inch slow pain process harder harder faster great wonder progress pull weight turn wheel slave grind find strength accept deal slave grind,aggressive
18405,s hard s hard s lone planet joy song boy s m lone planet boy m tryin babi love whoa whoa whoa yeah oh pick outta drivin car tell m goin tellin s far drivin home ya know aint got m m whoa whoa whoa yeah oh s lone planet joy song boy s m lone planet boy m tryin m cryin babi love whoa whoa whoa yeah oh s lone whoa whoa whoa yeah oh t hear callin m thousand mile away don t wanna stay m thinkin word gotta say cus wanna witcha know bring rememb day got whoa whoa whoa yeah oh s lone planet joy song boy s m lone planet boy m tryin m cryin t ya m diein babi love whoa whoa whoa yeah whoa whoa whoa yeah whoa whoa whoa yeah lone,aggressive
18410,grab ride wing fli tri pictur let s stop crush high speed hope feel yeah gave nudg sure touch hey nudg won t just budg grab ride wing fli tri pictur gaze trade space plane ton rubbl sift yeah need bug sure touch hey nudg won t just budg grab ride wing fli tri pictur gaze trade space plane ton rubbl sift let s stop crush high speed hope feel,aggressive
18424,night come set sun glow aren t worst day love strip away stay didn t feel fragment rush keep edg ecstasi place constant beat heart start combin t torn apart stay way caus know s way bodi align twin thought differ mind t imagin time matter song sing feel hurt hurt tragedi want littl piec fold mould shed ach truth shape s new beat heart start combin t torn apart stay way caus know s way feel near say puls merg beat beat heart start bleed ll torn apart strang true bodi new final love beat heart start combin t torn apart stay way caus know s way feel near say puls merg beat beat heart start bleed ll torn apart,happy
